GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
860Z200US94402,ZCTA5 94402,10073,512,2.5,1.1,1.3,0.9,1.3,0.7,2.4,1.2,4.8,1.3,8.5,2.2,7.8,2,15.4,2.4,9.3,2,46.7,3.2,184453,21602,262261,14927,31.1,(X),(X),(X),(X),(X),6731,439,2.3,1.5,0,0.6,0.8,0.6,1.2,0.8,4,1.6,7.1,2.4,3.8,1.4,12.3,2.7,10.6,2.4,57.9,3.7,247083,24529,314074,21340,(X),(X),33.3,(X),(X),(X),5657,385,0.7,0.6,0,0.7,0.4,0.4,0.6,0.6,2.7,1,6.5,2.1,3.3,1.3,11.4,3,9.5,2.6,65,3.5,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),3342,393,4.2,2.3,4,2.5,2.2,1.9,4.1,2.7,7.2,3.1,10.5,4.4,16.3,4.9,21.7,5.6,7.2,2.6,22.7,4.7,110000,21980,149571,14851,(X),(X),(X),(X),26.5,(X)
860Z200US94403,ZCTA5 94403,16612,560,3.3,1,0.7,0.4,3.1,1.8,3.2,1.2,5.2,1.2,7.3,1.3,7,1.2,14.9,2.3,13.7,2,41.7,2.7,171213,8267,218114,10751,33.1,(X),(X),(X),(X),(X),10853,571,1.3,0.7,0.4,0.5,3.2,2.7,1.5,0.9,2.1,0.8,5.1,1.4,6.1,1.4,14.7,2.4,14.1,2.2,51.4,3.7,205250,14215,256486,15121,(X),(X),36.8,(X),(X),(X),9247,583,1.3,0.8,0.2,0.2,2.9,3,1,0.8,1.5,0.8,4.7,1.3,4.8,1.3,13.3,2.3,15.2,2.6,55.1,3.9,225188,22154,273252,16224,(X),(X),(X),(X),(X),(X),5759,480,7.3,2.5,1.7,1.3,4.2,1.6,6.3,3,10.9,2.8,11.5,2.9,8.3,2.2,17.5,3.9,11.8,2.8,20.5,3.8,99640,14706,136875,14435,(X),(X),(X),(X),25,(X)
860Z200US94404,ZCTA5 94404,14371,330,2.1,0.8,1.6,0.8,2.2,0.8,2.7,0.9,4.3,1.5,6.5,1.2,7.2,1.4,14.5,2.3,14,2.1,45,2.5,182699,8462,226608,10169,26.7,(X),(X),(X),(X),(X),9639,318,1.3,0.9,0.3,0.3,1.6,1,1.5,0.7,2.3,1.1,3.9,1.2,7.7,1.7,13.8,2.7,14.7,2.7,53,3.1,213534,9236,262133,14028,(X),(X),27.3,(X),(X),(X),8059,419,1.3,1,0.2,0.2,2,1.2,1.2,0.7,1.3,0.7,3.6,1.2,7.5,1.8,11,1.9,13.9,2.6,57.9,3.1,231617,8578,N,N,(X),(X),(X),(X),(X),(X),4732,420,3.8,1.6,4.4,2.4,3.4,1.6,5,2.1,8.9,3.8,11.7,3.3,7.7,2.6,16.4,3.5,11.7,3,27.1,3.7,114022,13753,149499,11681,(X),(X),(X),(X),25.4,(X)
860Z200US94501,ZCTA5 94501,24978,703,3.9,0.8,3,0.9,4,0.8,4.7,1.2,6.7,1,11.1,1.6,10,1.5,16.3,1.9,13.2,1.4,27.1,2.3,116596,6406,162010,9566,33,(X),(X),(X),(X),(X),15109,545,2.6,0.9,1.4,0.8,3.3,0.9,2.9,0.9,4.9,1.1,9.4,1.9,10.2,2.2,16.5,2.5,13.7,2.1,35.1,3.4,144088,12572,193620,14557,(X),(X),36.1,(X),(X),(X),11583,568,1.8,1.1,0.5,0.4,3,1,1.4,0.7,4,1.1,8,2.4,8.7,2.5,15.8,2.5,14,2.4,42.9,4.2,171188,16606,219802,17687,(X),(X),(X),(X),(X),(X),9869,724,6.1,1.8,5.7,1.9,5.8,1.6,8,2.9,9.5,2.1,13.9,3.1,10.7,2,16.7,3.4,11.3,1.9,12.4,2.9,76840,5615,104423,8300,(X),(X),(X),(X),27,(X)
860Z200US94502,ZCTA5 94502,4842,396,3.9,4.2,0.3,0.5,0.6,0.6,2.1,1.5,3.1,1.4,4,2,7.4,2.6,15,4,12,4.3,51.5,5.5,207823,21316,220563,17782,31.3,(X),(X),(X),(X),(X),3951,346,0.4,0.6,0,1,0,1,1.5,1.3,1.3,1.1,2.7,1.7,5.1,2.6,16.4,4.1,15,5.1,57.8,5.9,226403,16046,243292,15133,(X),(X),30.5,(X),(X),(X),3245,369,0,1.2,0,1.2,0,1.2,0.7,0.9,1.6,1.3,2.4,2.1,5.5,2.7,13.8,4.6,12.2,5.4,63.8,6.7,242436,24109,N,N,(X),(X),(X),(X),(X),(X),891,249,19.8,19.8,1.5,2.5,3.3,3.3,4.8,4.8,11.1,6.1,11.3,7.6,18.6,9.4,11.3,7.8,5.5,4.5,12.8,8.1,71795,25635,99993,34754,(X),(X),(X),(X),29.7,(X)
860Z200US94503,ZCTA5 94503,5790,280,3.5,1.8,2,1.2,2.5,1.5,5.9,2.3,3.7,1.3,11.5,2.4,10.9,2.7,20.7,3.4,16.1,3,23.3,3.2,122500,15046,150188,11393,42.2,(X),(X),(X),(X),(X),4946,246,3.2,2,2,1.3,2.3,1.4,3.8,1.8,2.7,1,9.6,2.4,10.6,2.7,23.9,4.6,16.3,3.2,25.6,3.3,134815,14084,157910,11227,(X),(X),44,(X),(X),(X),3764,274,1.4,0.8,1.5,1.1,1.3,1.5,2,1.3,2.4,1.1,9.6,2.7,11.2,3.5,24.4,5.3,16.4,3.8,30,3.8,143340,6028,N,N,(X),(X),(X),(X),(X),(X),844,211,6.3,4.3,1.7,2.6,9.2,6.2,18.8,11.1,9.2,6.3,19.7,9,11.3,6.7,10.9,6,5.7,4.5,7.2,4.7,55050,10981,87145,24567,(X),(X),(X),(X),28.3,(X)
860Z200US94505,ZCTA5 94505,5482,362,2.8,2.1,0.3,0.5,3.1,2.6,2.9,1.4,4,1.7,5.7,2.7,10.3,4.6,23.9,4.9,13.3,3.3,33.8,5.3,147292,8637,171650,12772,37.5,(X),(X),(X),(X),(X),4392,339,4.6,4.1,0,0.9,1.6,1.1,1.2,0.9,3.7,2,3.7,1.8,13.5,6.3,25,6.4,12.6,3.2,34.1,6.1,147384,8072,170335,13918,(X),(X),37.8,(X),(X),(X),3556,264,1.5,1.5,0,1.1,1.7,1.2,0.8,0.8,4.2,2.3,3.1,1.8,8.5,4.1,25.5,6.6,14.9,3.9,39.8,6.5,166643,19224,N,N,(X),(X),(X),(X),(X),(X),1090,262,3.4,3.2,1.5,2.3,1.1,1.8,9.9,6.3,5.1,3.1,14.4,10.7,6.6,4.7,16.7,7.5,12.2,6.1,29.1,9.6,117992,26342,165990,33539,(X),(X),(X),(X),32.6,(X)
860Z200US94506,ZCTA5 94506,9211,658,2.9,1.4,0,0.4,2.7,2.2,3,2.3,1.8,0.9,3.8,1.5,4.3,1.4,11.6,3,12.6,2.8,57.4,4,246132,21822,329566,28949,34.2,(X),(X),(X),(X),(X),7757,584,2.2,1.5,0,0.5,2.5,2.6,0.9,0.8,1.5,0.9,2.7,1.8,4,1.5,8.9,2.5,13.7,3.1,63.7,4.4,"250,000+",***,361922,30747,(X),(X),30.5,(X),(X),(X),7111,564,1.1,0.8,0,0.6,2.3,2.8,1,0.9,0.9,0.7,1.7,1,3.9,1.6,8.3,2.6,13.5,3,67.2,4.3,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),1454,376,6.6,4.3,0,2.7,3.8,3.6,14.2,12.9,3.4,2.6,9.7,5.6,6.7,4.3,25.7,12.8,7,5.4,22.8,10.2,114500,34026,137754,29237,(X),(X),(X),(X),48.2,(X)
860Z200US94507,ZCTA5 94507,5007,309,1,1,0.7,0.7,2.3,1.4,2,1,1.2,1.1,3.9,1.9,5.7,3.1,8.8,2.3,8.6,2.9,65.9,4.3,"250,000+",***,386800,36742,35.5,(X),(X),(X),(X),(X),4370,296,0.4,0.7,0,0.9,1.9,1.3,0.9,0.9,2.4,2.8,2.8,2,3.5,1.8,8.4,2.4,8.1,2.7,71.5,4.2,"250,000+",***,414132,42053,(X),(X),34.8,(X),(X),(X),4095,299,0.4,0.8,0,1,1.7,1.3,1,1,0.8,0.9,2.4,2,3.6,1.9,9,2.5,7.7,2.8,73.3,4.2,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),637,169,5,5.7,5.3,5.8,7.1,6.6,8.9,6.9,4.9,5.3,11,8.1,9.4,7.3,9.1,6.1,12.6,13.2,26.7,13.7,98950,38117,182032,67500,(X),(X),(X),(X),39.9,(X)
860Z200US94508,ZCTA5 94508,988,152,2.3,1.9,1,1.1,7.1,6.4,2.3,2.3,7.7,4.6,11,4.6,6.6,3.1,31.7,8.7,14.4,7,15.9,5.9,113036,11586,149186,23060,30.8,(X),(X),(X),(X),(X),648,117,3.4,2.5,0,6,7.9,9.2,0,6,6,4.6,7.3,4.9,6.5,3.8,32.1,8.7,19,9.6,17.9,7.7,121250,21330,170595,36268,(X),(X),30.4,(X),(X),(X),578,123,1.6,2.3,0,6.7,8.8,10.2,0,6.7,3.5,2.8,8.1,5.4,6.1,3.7,34.4,9.8,21.3,10.6,16.3,7.9,122250,24775,N,N,(X),(X),(X),(X),(X),(X),340,105,1.8,2.2,2.9,3,5.6,7,6.8,6.9,10,9.8,18.2,10.3,8.2,6.6,31.2,19.5,7.6,10.1,7.6,8.7,82188,44439,101995,23965,(X),(X),(X),(X),31.5,(X)
860Z200US94509,ZCTA5 94509,23166,737,4.3,1.3,3.6,1.1,5.5,1.3,7.5,1.5,10.8,1.9,15.3,2.8,13.9,2.2,18.2,2.3,9.5,1.8,11.4,1.8,78637,4488,100718,4733,52.2,(X),(X),(X),(X),(X),16385,760,4.4,1.4,2.5,1.1,4.5,1.2,5.6,1.6,9.7,2.3,14.2,2.7,15.4,2.5,19.2,2.6,11.4,2.5,13,2,85625,7066,108971,5522,(X),(X),56.7,(X),(X),(X),10351,693,1.7,1.4,1.5,0.8,3.4,1.4,4,1.9,7.6,2.5,12.5,3.3,14.5,2.9,23.6,3.6,12.9,3.5,18.3,3,107935,6845,N,N,(X),(X),(X),(X),(X),(X),6781,877,6.5,2.6,7.7,3,8.2,2.6,13.5,3.9,16,5,14.8,5.4,11,3.8,13.8,4.7,4.1,2.4,4.5,3.6,47155,10624,68211,9088,(X),(X),(X),(X),36.7,(X)
860Z200US94510,ZCTA5 94510,10922,389,2.1,0.9,1.5,0.8,6.6,1.9,4.1,1.5,7,2.2,11.3,2.3,8.5,1.9,20.6,3.6,12.2,1.8,26.2,2.8,124099,11328,148821,8519,26.4,(X),(X),(X),(X),(X),6908,297,1.3,1,0.9,0.8,1.8,1,3.9,1.9,4.7,3.1,8,2.6,8.1,2.4,20.6,3.5,15.5,2.6,35.1,4,152537,10982,178423,11773,(X),(X),27.8,(X),(X),(X),5550,356,0.7,0.8,0.4,0.5,1.7,1.2,1.6,1,4.7,3.8,5.7,2.4,6.9,2.6,21.1,4.1,16.4,2.9,40.9,4.5,173649,13357,N,N,(X),(X),(X),(X),(X),(X),4014,401,4.3,2,1.8,1.3,14.7,4.4,4.9,2.5,10.6,3.8,17.7,4.3,10.7,3.4,20.8,6.8,5.4,2.1,9.1,3,69050,12609,90849,8737,(X),(X),(X),(X),24.1,(X)
860Z200US94511,ZCTA5 94511,842,229,8.1,6.8,0,4.6,8,8.6,6.9,8.7,5.1,7,5.2,7.8,23.8,16,12.7,11.1,9,8.9,21.3,12.8,85870,29510,113726,25088,23.3,(X),(X),(X),(X),(X),400,168,0,9.5,0,9.5,9,13.8,8,13.1,0,9.5,0,9.5,16.8,14.9,15.3,14.9,12.3,14.7,38.8,23.3,172704,108141,149308,36632,(X),(X),31.5,(X),(X),(X),324,137,0,11.6,0,11.6,11.1,16.7,0,11.6,0,11.6,0,11.6,7.1,12,18.8,18.1,15.1,18.5,47.8,25.4,174643,91005,N,N,(X),(X),(X),(X),(X),(X),442,194,15.4,13.6,0,8.6,7,10.8,5.9,10.6,9.7,13.6,10,14.9,30.1,26.8,10.4,15.2,6.1,9.3,5.4,8.6,75336,26731,81109,27937,(X),(X),(X),(X),15.8,(X)
860Z200US94512,ZCTA5 94512,28,42,0,62.2,100,62.2,0,62.2,0,62.2,0,62.2,0,62.2,0,62.2,0,62.2,0,62.2,0,62.2,-,**,N,N,100,(X),(X),(X),(X),(X),28,42,0,62.2,100,62.2,0,62.2,0,62.2,0,62.2,0,62.2,0,62.2,0,62.2,0,62.2,0,62.2,-,**,N,N,(X),(X),100,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,N,N,(X),(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
860Z200US94513,ZCTA5 94513,21808,563,2.6,0.9,1.6,0.8,2.7,1.3,3,0.9,5.5,1.8,9.6,1.8,11.2,2.1,18.9,2.5,16,1.8,28.6,3,133930,6193,162740,8956,37.2,(X),(X),(X),(X),(X),17573,446,1.6,0.9,0.8,0.6,2.1,1.4,1.8,0.9,4.5,2.1,8.6,2,11.2,2.4,20.7,2.9,17,2.2,31.7,3.2,145371,12492,174291,9408,(X),(X),37.1,(X),(X),(X),14087,556,1.1,0.9,0,0.1,0.6,0.7,1.2,0.8,2.9,2.3,6.6,1.9,11.5,2.7,20.3,3.3,17.8,2.7,37.9,3.6,164077,6150,N,N,(X),(X),(X),(X),(X),(X),4235,575,8.5,2.9,5.2,3,6.2,2.7,7.2,2.3,10.1,3.3,14.8,3.7,11.7,4.6,15.7,4.1,9,4.4,11.5,5.7,70864,8534,103216,19292,(X),(X),(X),(X),36.4,(X)
860Z200US94514,ZCTA5 94514,573,154,3,3.4,0,6.7,7.5,6.3,4,6.3,3.1,4,32.6,17,7.7,6.2,14,10.8,19.5,15.2,8.6,4.4,72445,34922,110660,17029,56.2,(X),(X),(X),(X),(X),444,158,1.8,2.6,0,8.6,2.3,3.2,5.2,8.2,14,19.6,23.9,18,7.9,7.3,14.2,13.7,20.7,19.6,10.1,5.2,79821,51486,116283,18915,(X),(X),64.6,(X),(X),(X),258,89,3.1,4.4,0,14.3,0,14.3,0,14.3,1.2,1.9,41.1,22.9,10.9,10.8,24.4,20.8,11.6,9.2,7.8,7.2,89063,40667,N,N,(X),(X),(X),(X),(X),(X),129,58,7,12.8,0,26.2,25.6,23.1,0,26.2,11.6,15.7,17.1,26.2,7,10.8,13.2,15.3,15.5,20.9,3.1,5.5,60852,48599,70939,27428,(X),(X),(X),(X),27.1,(X)
860Z200US94515,ZCTA5 94515,2728,355,3.9,2.6,3.8,3.5,2.5,1.7,4.9,3.1,11.1,6.3,10.4,4.5,10.6,6.1,23.5,7.5,8.1,3.9,21.3,7.6,102557,8942,179872,47073,35.7,(X),(X),(X),(X),(X),1634,183,1,1.2,1.3,1.9,0.7,1.1,2.3,3.1,8.1,7,10,8.4,7.8,5,29.3,10.3,7.4,4.7,32.1,12.8,115869,20330,244501,78601,(X),(X),38.2,(X),(X),(X),1332,236,0.4,0.5,1.6,2.3,0.8,1.3,0.7,0.9,9.9,8.4,10.1,7.9,8.8,6,26.6,10,8.7,5.6,32.4,13.4,116289,34758,N,N,(X),(X),(X),(X),(X),(X),1094,278,8.2,6.5,7.5,8,5.3,3.7,11.5,7.9,12.9,10.3,12,6.6,18.6,14.3,13.7,7.8,6.6,5.6,3.7,3,65481,28999,75433,14625,(X),(X),(X),(X),30.4,(X)
860Z200US94516,ZCTA5 94516,74,39,5.4,8.5,0,38.2,2.7,4.4,0,38.2,5.4,7.4,2.7,4.3,20.3,23.1,23,21.8,4.1,8.2,36.5,29.6,-,**,148250,53309,48.6,(X),(X),(X),(X),(X),58,36,5.2,9.5,0,43.2,3.4,5.7,0,43.2,1.7,3.4,1.7,3.7,25.9,28.8,12.1,13.2,3.4,10,46.6,33.6,-,**,165640,61100,(X),(X),60.3,(X),(X),(X),54,35,5.6,10.7,0,44.8,0,44.8,0,44.8,1.9,3.7,0,44.8,27.8,31.5,13,14.4,1.9,5.4,50,34.9,187500,181009,N,N,(X),(X),(X),(X),(X),(X),16,16,6.3,24.5,0,82.3,0,82.3,0,82.3,18.8,34.2,6.3,14.6,0,82.3,62.5,52.2,6.3,16.6,0,82.3,103250,57868,85213,32879,(X),(X),(X),(X),6.3,(X)
860Z200US94517,ZCTA5 94517,4408,195,1.8,1.5,0.5,0.6,2,1.8,4.9,2.5,4.1,1.9,7,2.5,9.1,3.4,16.3,3.4,20.4,5,34,5,156870,12946,200849,19414,28,(X),(X),(X),(X),(X),3424,185,0.3,0.3,0.1,0.3,0.3,0.5,4,2.8,0.8,0.8,6,2.5,7.7,4,16,3.7,23,5.8,41.8,6.8,179198,18314,226129,24305,(X),(X),28.6,(X),(X),(X),2824,186,0.2,0.3,0.2,0.4,0.4,0.6,4.9,3.4,0.7,0.9,4.8,2.7,5.2,2.4,17.3,4.7,21.7,6.6,44.6,7.3,186071,18689,N,N,(X),(X),(X),(X),(X),(X),984,177,7.3,6.5,1.5,2.5,8,7.8,8,6.6,15.4,7.9,12.1,7.2,12.3,6.7,17.2,8,11.4,7.4,6.7,4.7,62778,32577,101660,21710,(X),(X),(X),(X),26.1,(X)
860Z200US94518,ZCTA5 94518,10229,546,3,1,5.1,2.9,2.8,1.2,3.9,1.3,6.5,2,13.6,3.5,11.9,2.5,16.6,2.7,12.2,2.3,24.5,3,111186,11584,140851,8652,33.4,(X),(X),(X),(X),(X),6766,531,1.5,1,3.7,2.4,1.9,1.4,2.7,1.1,5,2.4,13.8,4.4,10.2,2.6,17.4,3.4,11.5,3.1,32.5,4.1,128750,17300,161580,11088,(X),(X),35.6,(X),(X),(X),4876,352,1.6,1.3,1.5,1.4,1.1,1.3,1.6,1,5.4,2.9,9.7,3.3,8.3,2.7,16,3.7,13.9,3.8,41,5.4,165980,21306,N,N,(X),(X),(X),(X),(X),(X),3463,477,5.8,2.4,9,7.1,5.7,2.6,6.7,3.1,9.5,3.9,13.6,5.1,13.2,4.3,18.2,5.8,10.8,3.4,7.5,3.1,74654,12549,95014,14252,(X),(X),(X),(X),25.8,(X)
860Z200US94519,ZCTA5 94519,7055,505,1.9,1.1,2.6,1.8,2.9,1.9,5.2,2.5,9.8,5.2,10.1,3.2,7.7,3.2,21.9,4.3,18.1,4.4,19.7,4.3,118587,8774,143193,13325,38.6,(X),(X),(X),(X),(X),4906,395,0.7,0.8,1.3,1.3,3.2,2.5,5.5,2.8,5,2.5,8.2,3.5,5.7,3.2,28.4,5.6,20.1,4.9,21.9,5.4,129885,10405,154944,14457,(X),(X),42.2,(X),(X),(X),3630,353,0.5,0.8,0.5,0.7,2.3,2.2,3.2,2.6,4.2,2.8,4.6,2,3.6,2.1,29.6,6.1,24.3,6.4,27.3,6.8,151425,11170,N,N,(X),(X),(X),(X),(X),(X),2149,459,4.7,2.9,5.5,5.3,2.4,1.7,5.9,4.8,22.8,15.2,15.7,6.8,11.3,6.4,5.4,3.5,14.1,8.7,12.1,7.4,63453,19968,107533,25918,(X),(X),(X),(X),29.2,(X)
860Z200US94520,ZCTA5 94520,13308,463,5.8,1.6,3.2,1.5,4.8,1.5,5.8,2,9.6,1.8,18.3,2.8,12.8,3.1,20.2,2.9,10,2.5,9.4,1.8,77927,5655,98949,5458,39.6,(X),(X),(X),(X),(X),8162,544,4,2,2.3,1.8,3.6,1.7,4.7,2,10.7,2.4,14.7,3.6,15.6,4.4,22.1,4,11.3,3.1,10.9,2.4,86035,9175,106982,5408,(X),(X),45.5,(X),(X),(X),5996,558,3,1.9,1.2,1.2,3.1,2,3,1.9,7.4,2.2,14.5,4.5,19.4,5.7,22.9,4.7,13.4,4.1,12.2,3.3,96731,11860,N,N,(X),(X),(X),(X),(X),(X),5146,498,11.3,3.8,5.4,2.7,7.2,2.8,8,4.3,8.7,3.2,23.3,4.7,10.6,3.4,13,3.3,8.1,3.9,4.4,2,56927,8818,77108,9742,(X),(X),(X),(X),28.2,(X)
860Z200US94521,ZCTA5 94521,15513,605,3.5,1.1,2.6,0.9,3,1.2,3.4,1.4,6,1.6,10.8,2,8.9,1.7,23.2,2.7,15.6,2.4,23.1,2.9,121368,6212,143904,6756,35.8,(X),(X),(X),(X),(X),10709,518,2.5,1.2,0.6,0.6,2.1,1.1,2.5,1.3,4.3,1.5,9.2,2.1,9,2.4,23.3,3.4,17.4,2.8,29.1,3.6,139586,6900,164351,9183,(X),(X),33.5,(X),(X),(X),8380,503,1.5,1.2,0.8,0.8,1.5,1,1.2,0.9,3,1.4,7.4,2,8.1,2.6,23.7,3.4,19.7,3.4,33.2,3.7,157203,10311,N,N,(X),(X),(X),(X),(X),(X),4804,547,6.1,2.5,7,2.9,4.8,2.4,5.9,3.4,9.8,4.4,14.3,4.6,10.5,2.5,23.5,5.4,11.1,5.6,7,2.4,79557,12700,90190,7455,(X),(X),(X),(X),38.9,(X)
860Z200US94523,ZCTA5 94523,14056,505,4.1,1.5,0.9,0.8,3.6,1.3,2.9,1,5.4,1.4,9.4,2.6,10,1.9,17.8,2.7,17.4,2.8,28.5,3.3,136787,9129,158648,8228,33.4,(X),(X),(X),(X),(X),9147,371,3.2,2,0.8,0.9,1.4,0.8,1.7,0.9,2.7,1.3,5.9,1.9,10.1,2.8,18.3,3.4,18.5,2.7,37.3,4.4,165684,9082,180133,10458,(X),(X),32.7,(X),(X),(X),6869,521,1.3,1.1,0.6,1.1,0.4,0.3,1.3,0.8,2.4,1.4,4,1.9,7.7,2.6,16.2,3.2,20.8,3.1,45.3,5.4,189440,11532,N,N,(X),(X),(X),(X),(X),(X),4909,618,5.7,2.2,1.1,1.4,7.7,3.4,5.7,2.6,9.7,3.2,18.3,6.7,9.6,3.1,18.4,5.4,16.5,5.7,7.3,2.5,84401,19765,109689,11765,(X),(X),(X),(X),32.4,(X)
860Z200US94525,ZCTA5 94525,1686,207,7.7,7.4,2.9,2.5,7.7,4.9,3,3.1,5.6,4,13.8,5.9,13.3,4.7,16.5,5.8,14.1,5.4,15.5,5.2,93333,15599,121573,19053,31.9,(X),(X),(X),(X),(X),915,181,11.6,12.8,1.9,2.8,4.8,5.8,0,4.3,2.7,3.2,8,6.2,16.1,6.9,10.9,5.6,16.9,8.8,27.1,9.2,114926,45389,151234,33458,(X),(X),33.2,(X),(X),(X),672,151,0,5.8,2.5,3.6,0,5.8,0,5.8,3.7,4.3,8.6,7.6,17.1,7.6,12.9,6.9,21,10.7,34.1,10.5,152179,27938,N,N,(X),(X),(X),(X),(X),(X),771,134,3,3.4,4.2,4.7,11.9,9,6.6,6.6,8,7.5,20.6,11.2,10.1,6.6,23.2,10.6,10.6,6.8,1.7,2.3,69625,21955,81378,12839,(X),(X),(X),(X),25.9,(X)
860Z200US94526,ZCTA5 94526,12174,471,2.2,1.3,2.2,1.2,2,0.9,2.2,1,4.6,1.4,3.7,1.4,6,1.6,14.5,2.4,12.7,2.7,50.1,3.3,202697,16325,255682,16653,29.4,(X),(X),(X),(X),(X),9256,390,1.7,1.1,1.1,0.7,1.2,0.8,1,0.9,2.5,1.3,1.6,0.9,4.4,1.9,14.7,2.9,13.5,3.2,58.2,4.4,235780,16944,292762,21836,(X),(X),28.2,(X),(X),(X),7880,404,0.8,0.7,0.6,0.7,1.2,0.9,0.4,0.4,1.8,0.9,1.7,1,3.9,2,13.2,2.7,14.1,3.5,62.3,4.3,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),2918,393,3.9,3.6,5.5,4.1,4.5,3,5.7,3.5,11,4.5,10.2,4.8,11.6,4.3,16.2,4.8,9.3,3.9,22,6.3,93627,14425,132307,17756,(X),(X),(X),(X),31.7,(X)
860Z200US94528,ZCTA5 94528,230,144,15.7,26.1,0,15.9,0,15.9,10.4,16,8.3,14.3,7.8,11.8,0,15.9,0,15.9,0,15.9,57.8,28.7,"250,000+",***,390903,205619,34.8,(X),(X),(X),(X),(X),230,144,15.7,26.1,0,15.9,0,15.9,10.4,16,8.3,14.3,7.8,11.8,0,15.9,0,15.9,0,15.9,57.8,28.7,"250,000+",***,390903,205619,(X),(X),34.8,(X),(X),(X),194,137,0,18.5,0,18.5,0,18.5,12.4,19.1,9.8,17.1,9.3,13.8,0,18.5,0,18.5,0,18.5,68.6,24.3,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
860Z200US94530,ZCTA5 94530,10850,297,4.5,1.3,1.2,0.6,4.2,1.3,5.1,1.4,8.1,1.4,9.2,1.8,10.4,2,18,2.1,10.5,1.7,28.8,2.8,119761,6139,162152,10633,30.8,(X),(X),(X),(X),(X),6731,297,2.5,1.6,0.3,0.3,3,1.6,3.4,1.1,7.2,1.8,10.6,2.4,8.9,2.4,15.9,2.4,11.5,2.1,36.6,4.1,143257,15706,186672,14602,(X),(X),29.2,(X),(X),(X),5219,317,0.9,0.7,0.3,0.4,3.4,2,3,1.1,6.8,1.9,7.2,1.4,7.2,2,15,2.9,11.9,2.2,44.4,4.3,177003,16944,N,N,(X),(X),(X),(X),(X),(X),4119,356,7.8,2.4,2.6,1.3,6.4,2.6,8.1,3.3,10,2.7,11.5,3.9,11.7,2.8,18.3,3.8,10.1,3.3,13.6,2.8,81681,7642,106824,9720,(X),(X),(X),(X),30.2,(X)
